Genome,,Strain,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
Pseudomonas aeruginosa,strain,F2055,fig:287.12630.peg.4408,,,PATRIC.287.12630.287.12630.con.0010.CDS.40168.41187.fwd,PATRIC,CDS,40168,41187,1020,+,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2056,fig:287.12631.peg.1613,,,PATRIC.287.12631.287.12631.con.0003.CDS.418350.419375.rev,PATRIC,CDS,418350,419375,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2128,fig:287.12632.peg.41,,,PATRIC.287.12632.287.12632.con.0001.CDS.46467.47486.fwd,PATRIC,CDS,46467,47486,1020,+,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2148,fig:287.12633.peg.2604,,,PATRIC.287.12633.287.12633.con.0004.CDS.479705.480745.rev,PATRIC,CDS,479705,480745,1041,-,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2166,fig:287.12634.peg.2158,,,PATRIC.287.12634.287.12634.con.0004.CDS.40437.41477.fwd,PATRIC,CDS,40437,41477,1041,+,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2165,fig:287.12635.peg.2089,,,PATRIC.287.12635.287.12635.con.0004.CDS.40437.41477.fwd,PATRIC,CDS,40437,41477,1041,+,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2137,fig:287.12636.peg.2603,,,PATRIC.287.12636.287.12636.con.0004.CDS.479705.480745.rev,PATRIC,CDS,479705,480745,1041,-,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2230,fig:287.12637.peg.802,,,PATRIC.287.12637.287.12637.con.0001.CDS.809238.810257.rev,PATRIC,CDS,809238,810257,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2234,fig:287.12638.peg.2603,,,PATRIC.287.12638.287.12638.con.0004.CDS.479705.480745.rev,PATRIC,CDS,479705,480745,1041,-,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,M70565254,fig:287.12639.peg.1676,,,PATRIC.287.12639.287.12639.con.0003.CDS.446840.447859.rev,PATRIC,CDS,446840,447859,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,M70563004,fig:287.12640.peg.826,,,PATRIC.287.12640.287.12640.con.0001.CDS.852012.853052.rev,PATRIC,CDS,852012,853052,1041,-,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2208,fig:287.12641.peg.1812,,,PATRIC.287.12641.287.12641.con.0004.CDS.38770.39795.fwd,PATRIC,CDS,38770,39795,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2236,fig:287.12642.peg.42,,,PATRIC.287.12642.287.12642.con.0001.CDS.46561.47580.fwd,PATRIC,CDS,46561,47580,1020,+,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2235,fig:287.12643.peg.4287,,,PATRIC.287.12643.287.12643.con.0010.CDS.40167.41186.fwd,PATRIC,CDS,40167,41186,1020,+,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2240,fig:287.12644.peg.3617,,,PATRIC.287.12644.287.12644.con.0008.CDS.268441.269460.rev,PATRIC,CDS,268441,269460,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,M70564993,fig:287.12645.peg.2427,,,PATRIC.287.12645.287.12645.con.0004.CDS.515981.517000.rev,PATRIC,CDS,515981,517000,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2205,fig:287.12646.peg.2806,,,PATRIC.287.12646.287.12646.con.0005.CDS.432535.433554.rev,PATRIC,CDS,432535,433554,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2172,fig:287.12647.peg.796,,,PATRIC.287.12647.287.12647.con.0001.CDS.806106.807146.rev,PATRIC,CDS,806106,807146,1041,-,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2199,fig:287.12648.peg.3533,,,PATRIC.287.12648.287.12648.con.0008.CDS.268441.269460.rev,PATRIC,CDS,268441,269460,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2167,fig:287.12649.peg.1612,,,PATRIC.287.12649.287.12649.con.0003.CDS.418350.419375.rev,PATRIC,CDS,418350,419375,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2098,fig:287.12650.peg.1406,,,PATRIC.287.12650.287.12650.con.0003.CDS.365030.366049.rev,PATRIC,CDS,365030,366049,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,M70565897,fig:287.12652.peg.850,,,PATRIC.287.12652.287.12652.con.0002.CDS.43153.44178.fwd,PATRIC,CDS,43153,44178,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,F2176,fig:287.12653.peg.4841,,,PATRIC.287.12653.287.12653.con.0014.CDS.180998.182038.rev,PATRIC,CDS,180998,182038,1041,-,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,M70647319,fig:287.12654.peg.37,,,PATRIC.287.12654.287.12654.con.0001.CDS.40343.41383.fwd,PATRIC,CDS,40343,41383,1041,+,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,M70649365,fig:287.12655.peg.6,,,PATRIC.287.12655.287.12655.con.0001.CDS.5872.6912.fwd,PATRIC,CDS,5872,6912,1041,+,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,MS5,fig:287.12656.peg.2372,,,PATRIC.287.12656.287.12656.con.0004.CDS.438606.439490.rev,PATRIC,CDS,438606,439490,885,-,,PLF_286_00001745,PGF_00780840,,294,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP003,fig:287.12657.peg.1762,,,PATRIC.287.12657.287.12657.con.0002.CDS.853825.854709.rev,PATRIC,CDS,853825,854709,885,-,,PLF_286_00001745,PGF_00780840,,294,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP002,fig:287.12658.peg.3099,,,PATRIC.287.12658.287.12658.con.0005.CDS.42039.43064.fwd,PATRIC,CDS,42039,43064,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,MS1,fig:287.12659.peg.3064,,,PATRIC.287.12659.287.12659.con.0006.CDS.362537.363577.rev,PATRIC,CDS,362537,363577,1041,-,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,M70652746,fig:287.12660.peg.2798,,,PATRIC.287.12660.287.12660.con.0005.CDS.435401.436285.rev,PATRIC,CDS,435401,436285,885,-,,PLF_286_00001745,PGF_00780840,,294,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,M70663247,fig:287.12661.peg.979,,,PATRIC.287.12661.287.12661.con.0002.CDS.38764.39789.fwd,PATRIC,CDS,38764,39789,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,MS2,fig:287.12662.peg.1984,,,PATRIC.287.12662.287.12662.con.0004.CDS.10847.11731.fwd,PATRIC,CDS,10847,11731,885,+,,PLF_286_00001745,PGF_00780840,,294,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,M70656672,fig:287.12663.peg.906,,,PATRIC.287.12663.287.12663.con.0001.CDS.913017.914057.rev,PATRIC,CDS,913017,914057,1041,-,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,M70608424,fig:287.12664.peg.38,,,PATRIC.287.12664.287.12664.con.0001.CDS.40437.41477.fwd,PATRIC,CDS,40437,41477,1041,+,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,M70638412,fig:287.12665.peg.1343,,,PATRIC.287.12665.287.12665.con.0004.CDS.38770.39795.fwd,PATRIC,CDS,38770,39795,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,M70635118,fig:287.12666.peg.4774,,,PATRIC.287.12666.287.12666.con.0050.CDS.11600.12625.rev,PATRIC,CDS,11600,12625,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,M70604538,fig:287.12667.peg.38,,,PATRIC.287.12667.287.12667.con.0001.CDS.40437.41477.fwd,PATRIC,CDS,40437,41477,1041,+,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,M70646050,fig:287.12668.peg.827,,,PATRIC.287.12668.287.12668.con.0001.CDS.900466.901506.rev,PATRIC,CDS,900466,901506,1041,-,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,M70640096,fig:287.12669.peg.5,,,PATRIC.287.12669.287.12669.con.0001.CDS.4552.5577.fwd,PATRIC,CDS,4552,5577,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,M70641593,fig:287.12670.peg.38,,,PATRIC.287.12670.287.12670.con.0001.CDS.40437.41477.fwd,PATRIC,CDS,40437,41477,1041,+,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,M70639645,fig:287.12671.peg.1785,,,PATRIC.287.12671.287.12671.con.0003.CDS.45242.46126.fwd,PATRIC,CDS,45242,46126,885,+,,PLF_286_00001745,PGF_00780840,,294,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP006,fig:287.12672.peg.1921,,,PATRIC.287.12672.287.12672.con.0004.CDS.411433.412461.rev,PATRIC,CDS,411433,412461,1029,-,,PLF_286_00001745,PGF_00780840,,342,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP004,fig:287.12673.peg.1299,,,PATRIC.287.12673.287.12673.con.0002.CDS.45172.46056.fwd,PATRIC,CDS,45172,46056,885,+,,PLF_286_00001745,PGF_00780840,,294,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP009,fig:287.12674.peg.2435,,,PATRIC.287.12674.287.12674.con.0003.CDS.785859.786884.rev,PATRIC,CDS,785859,786884,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,M70646077,fig:287.12675.peg.1050,,,PATRIC.287.12675.287.12675.con.0003.CDS.50493.51512.fwd,PATRIC,CDS,50493,51512,1020,+,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP025,fig:287.12676.peg.1989,,,PATRIC.287.12676.287.12676.con.0003.CDS.519385.520410.rev,PATRIC,CDS,519385,520410,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP024,fig:287.12678.peg.3119,,,PATRIC.287.12678.287.12678.con.0005.CDS.431504.432544.rev,PATRIC,CDS,431504,432544,1041,-,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP022,fig:287.12679.peg.6286,,,PATRIC.287.12679.287.12679.con.0021.CDS.46467.47486.fwd,PATRIC,CDS,46467,47486,1020,+,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP023,fig:287.12680.peg.1307,,,PATRIC.287.12680.287.12680.con.0002.CDS.40429.41469.fwd,PATRIC,CDS,40429,41469,1041,+,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP020,fig:287.12681.peg.1429,,,PATRIC.287.12681.287.12681.con.0003.CDS.406958.407983.rev,PATRIC,CDS,406958,407983,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP021,fig:287.12682.peg.38,,,PATRIC.287.12682.287.12682.con.0001.CDS.42111.43127.fwd,PATRIC,CDS,42111,43127,1017,+,,PLF_286_00001745,PGF_00780840,,338,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP015,fig:287.12683.peg.2864,,,PATRIC.287.12683.287.12683.con.0004.CDS.43151.44176.fwd,PATRIC,CDS,43151,44176,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP012,fig:287.12684.peg.716,,,PATRIC.287.12684.287.12684.con.0001.CDS.760594.761634.fwd,PATRIC,CDS,760594,761634,1041,+,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP013,fig:287.12685.peg.454,,,PATRIC.287.12685.287.12685.con.0001.CDS.460027.461067.rev,PATRIC,CDS,460027,461067,1041,-,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP011,fig:287.12686.peg.2016,,,PATRIC.287.12686.287.12686.con.0003.CDS.629246.630286.rev,PATRIC,CDS,629246,630286,1041,-,,PLF_286_00001745,PGF_00780840,,346,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP029,fig:287.12687.peg.821,,,PATRIC.287.12687.287.12687.con.0001.CDS.838342.839361.rev,PATRIC,CDS,838342,839361,1020,-,,PLF_286_00001745,PGF_00780840,,339,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP028,fig:287.12688.peg.1226,,,PATRIC.287.12688.287.12688.con.0003.CDS.38770.39795.fwd,PATRIC,CDS,38770,39795,1026,+,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP034,fig:287.12689.peg.2946,,,PATRIC.287.12689.287.12689.con.0004.CDS.683195.684220.rev,PATRIC,CDS,683195,684220,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP033,fig:287.12690.peg.2856,,,PATRIC.287.12690.287.12690.con.0003.CDS.776030.777055.rev,PATRIC,CDS,776030,777055,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP032,fig:287.12691.peg.742,,,PATRIC.287.12691.287.12691.con.0001.CDS.786687.787712.rev,PATRIC,CDS,786687,787712,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP039,fig:287.12692.peg.926,,,PATRIC.287.12692.287.12692.con.0001.CDS.996410.997435.rev,PATRIC,CDS,996410,997435,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
Pseudomonas aeruginosa,strain,ESP037,fig:287.12693.peg.2461,,,PATRIC.287.12693.287.12693.con.0004.CDS.432128.433153.rev,PATRIC,CDS,432128,433153,1026,-,,PLF_286_00001745,PGF_00780840,,341,,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33),GO:0036380:UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity
